datetime,temperature_2m,relative_humidity_2m,apparent_temperature,precipitation,surface_pressure,cloud_cover,wind_speed_10m,wind_direction_10m,city,hour,day,month,year
2026-04-10 00:00:00,4.3,66,1.8,0.0,945.3,0,0.8,153,Decan,0,10,4,2026
2026-04-10 01:00:00,3.6,69,1.2,0.0,945.5,0,0.4,270,Decan,1,10,4,2026
2026-04-10 02:00:00,1.6,73,-1.2,0.0,945.2,0,2.0,260,Decan,2,10,4,2026
2026-04-10 03:00:00,1.2,68,-1.7,0.0,945.2,0,1.3,270,Decan,3,10,4,2026
2026-04-10 04:00:00,0.9,64,-2.1,0.0,945.0,0,1.5,277,Decan,4,10,4,2026
2026-04-10 05:00:00,0.8,57,-2.6,0.0,944.9,0,2.8,281,Decan,5,10,4,2026
2026-04-10 06:00:00,0.3,54,-3.3,0.0,944.9,0,3.9,283,Decan,6,10,4,2026
2026-04-10 07:00:00,1.0,55,-2.7,0.0,945.3,0,4.8,283,Decan,7,10,4,2026
2026-04-10 08:00:00,4.1,57,1.1,0.0,946.6,0,2.1,285,Decan,8,10,4,2026
2026-04-10 09:00:00,6.5,41,3.2,0.0,946.8,39,3.0,115,Decan,9,10,4,2026
2026-04-10 10:00:00,8.1,45,5.0,0.0,946.9,85,5.0,116,Decan,10,10,4,2026
2026-04-10 11:00:00,9.5,47,7.0,0.0,946.9,97,6.9,110,Decan,11,10,4,2026
2026-04-10 12:00:00,10.3,46,7.7,0.0,946.5,20,8.7,112,Decan,12,10,4,2026
2026-04-10 13:00:00,11.8,41,10.3,0.0,946.0,30,8.5,107,Decan,13,10,4,2026
2026-04-10 14:00:00,12.4,40,10.6,0.0,945.3,13,9.0,110,Decan,14,10,4,2026
2026-04-10 15:00:00,13.1,39,10.9,0.0,944.9,62,8.2,113,Decan,15,10,4,2026
2026-04-10 16:00:00,12.8,39,9.6,0.0,944.5,66,7.7,126,Decan,16,10,4,2026
2026-04-10 17:00:00,12.5,38,8.9,0.0,944.6,99,8.6,123,Decan,17,10,4,2026
2026-04-10 18:00:00,11.1,42,8.0,0.0,944.8,100,5.0,103,Decan,18,10,4,2026
2026-04-10 19:00:00,9.7,54,7.3,0.0,944.5,100,2.2,346,Decan,19,10,4,2026
2026-04-10 20:00:00,9.4,61,7.4,0.0,944.6,100,1.5,330,Decan,20,10,4,2026
2026-04-10 21:00:00,9.0,62,7.2,0.0,945.3,100,0.4,117,Decan,21,10,4,2026
2026-04-10 22:00:00,8.7,61,6.6,0.0,945.5,100,1.7,18,Decan,22,10,4,2026
2026-04-10 23:00:00,8.2,62,6.0,0.0,945.4,100,2.4,13,Decan,23,10,4,2026
2026-04-11 00:00:00,7.6,63,5.3,0.0,946.0,100,2.5,21,Decan,0,11,4,2026
2026-04-11 01:00:00,7.3,66,5.0,0.4,946.6,100,2.6,65,Decan,1,11,4,2026
2026-04-11 02:00:00,6.8,81,5.1,0.1,946.3,100,1.3,106,Decan,2,11,4,2026
2026-04-11 03:00:00,6.5,90,4.9,0.0,945.9,100,2.1,31,Decan,3,11,4,2026
2026-04-11 04:00:00,6.5,94,5.1,0.1,946.0,100,2.5,45,Decan,4,11,4,2026
2026-04-11 05:00:00,6.5,98,5.5,0.1,946.0,100,0.9,90,Decan,5,11,4,2026
2026-04-11 06:00:00,6.4,97,5.3,0.1,945.8,100,0.4,90,Decan,6,11,4,2026
2026-04-11 07:00:00,6.5,98,5.4,0.1,946.3,100,1.2,39,Decan,7,11,4,2026
2026-04-11 08:00:00,6.7,96,5.6,0.2,946.7,100,0.8,117,Decan,8,11,4,2026
2026-04-11 09:00:00,7.8,93,6.6,0.2,947.2,100,3.1,114,Decan,9,11,4,2026
2026-04-11 10:00:00,9.3,89,8.1,0.1,947.2,100,3.7,113,Decan,10,11,4,2026
2026-04-11 11:00:00,11.4,72,9.9,0.2,946.8,100,6.4,115,Decan,11,11,4,2026
2026-04-11 12:00:00,12.2,67,10.7,0.2,946.7,98,8.1,121,Decan,12,11,4,2026
2026-04-11 13:00:00,13.2,62,12.2,0.3,946.4,98,7.9,106,Decan,13,11,4,2026
2026-04-11 14:00:00,12.7,63,11.3,0.7,946.2,52,9.5,122,Decan,14,11,4,2026
2026-04-11 15:00:00,13.5,59,11.6,0.2,945.8,43,6.3,114,Decan,15,11,4,2026
2026-04-11 16:00:00,13.6,57,11.5,0.1,945.2,54,6.4,117,Decan,16,11,4,2026
2026-04-11 17:00:00,13.3,57,11.4,0.0,944.9,38,4.8,124,Decan,17,11,4,2026
2026-04-11 18:00:00,12.7,58,11.0,0.0,944.5,38,2.8,145,Decan,18,11,4,2026
2026-04-11 19:00:00,10.6,70,9.4,0.0,944.2,6,0.3,315,Decan,19,11,4,2026
2026-04-11 20:00:00,10.3,72,9.0,0.0,944.5,74,1.4,310,Decan,20,11,4,2026
2026-04-11 21:00:00,9.2,73,7.6,0.0,945.2,47,2.1,308,Decan,21,11,4,2026
2026-04-11 22:00:00,9.2,71,7.7,0.0,945.8,48,1.3,326,Decan,22,11,4,2026
2026-04-11 23:00:00,8.0,80,6.4,0.0,946.2,30,2.7,356,Decan,23,11,4,2026
2026-04-12 00:00:00,7.0,83,5.2,0.0,946.2,28,3.1,339,Decan,0,12,4,2026
2026-04-12 01:00:00,6.5,81,4.6,0.0,946.2,10,2.4,318,Decan,1,12,4,2026
2026-04-12 02:00:00,6.5,73,4.6,0.0,945.8,1,0.8,297,Decan,2,12,4,2026
2026-04-12 03:00:00,6.2,72,4.1,0.0,945.5,1,1.1,288,Decan,3,12,4,2026
2026-04-12 04:00:00,6.0,70,3.9,0.0,945.6,1,0.6,304,Decan,4,12,4,2026
2026-04-12 05:00:00,5.7,68,3.5,0.0,945.7,1,0.7,284,Decan,5,12,4,2026
2026-04-12 06:00:00,5.7,67,3.4,0.0,945.5,1,0.9,270,Decan,6,12,4,2026
2026-04-12 07:00:00,6.9,70,5.0,0.0,946.2,1,0.9,307,Decan,7,12,4,2026
2026-04-12 08:00:00,8.8,62,6.7,0.0,946.9,60,2.2,48,Decan,8,12,4,2026
2026-04-12 09:00:00,11.1,58,9.0,0.0,947.4,19,3.5,105,Decan,9,12,4,2026
2026-04-12 10:00:00,12.8,58,10.8,0.0,947.6,35,6.0,107,Decan,10,12,4,2026
2026-04-12 11:00:00,14.2,57,13.2,0.0,947.6,57,6.5,98,Decan,11,12,4,2026
2026-04-12 12:00:00,15.1,57,14.2,0.0,947.2,72,6.7,96,Decan,12,12,4,2026
2026-04-12 13:00:00,16.1,56,15.6,0.0,946.9,96,7.4,108,Decan,13,12,4,2026
2026-04-12 14:00:00,16.5,53,15.5,0.0,946.5,54,9.2,106,Decan,14,12,4,2026
2026-04-12 15:00:00,16.8,52,15.2,0.0,946.1,27,7.3,101,Decan,15,12,4,2026
2026-04-12 16:00:00,17.1,51,15.5,0.0,945.7,52,5.6,107,Decan,16,12,4,2026
2026-04-12 17:00:00,16.9,52,15.6,0.0,945.4,69,3.7,104,Decan,17,12,4,2026
2026-04-12 18:00:00,16.1,56,15.1,0.0,945.3,95,1.8,135,Decan,18,12,4,2026
2026-04-12 19:00:00,13.7,68,12.9,0.0,944.8,100,1.3,278,Decan,19,12,4,2026
2026-04-12 20:00:00,12.3,67,11.0,0.0,944.5,100,3.3,276,Decan,20,12,4,2026
2026-04-12 21:00:00,12.1,64,10.6,0.0,945.0,99,3.0,284,Decan,21,12,4,2026
2026-04-12 22:00:00,11.9,63,10.3,0.0,945.2,99,2.9,277,Decan,22,12,4,2026
2026-04-12 23:00:00,11.8,64,10.2,0.0,945.0,100,2.9,277,Decan,23,12,4,2026
2026-04-13 00:00:00,10.8,69,9.5,0.0,944.8,100,1.5,284,Decan,0,13,4,2026
2026-04-13 01:00:00,11.0,67,9.6,0.0,945.0,100,1.3,286,Decan,1,13,4,2026
2026-04-13 02:00:00,10.8,66,9.3,0.0,944.8,100,1.8,294,Decan,2,13,4,2026
2026-04-13 03:00:00,11.0,64,9.4,0.0,944.4,87,1.6,270,Decan,3,13,4,2026
2026-04-13 04:00:00,10.5,64,8.9,0.0,943.9,98,1.5,284,Decan,4,13,4,2026
2026-04-13 05:00:00,10.4,62,8.7,0.0,943.8,99,1.1,261,Decan,5,13,4,2026
2026-04-13 06:00:00,10.6,59,8.9,0.0,944.2,100,0.9,281,Decan,6,13,4,2026
2026-04-13 07:00:00,11.1,63,9.5,0.0,944.8,100,1.7,347,Decan,7,13,4,2026
2026-04-13 08:00:00,11.8,61,9.9,0.0,945.3,100,3.8,349,Decan,8,13,4,2026
2026-04-13 09:00:00,13.1,62,11.4,0.0,945.3,100,4.8,20,Decan,9,13,4,2026
2026-04-13 10:00:00,14.4,61,13.1,0.0,945.4,100,3.5,75,Decan,10,13,4,2026
2026-04-13 11:00:00,15.8,55,14.3,0.0,945.3,99,4.4,78,Decan,11,13,4,2026
2026-04-13 12:00:00,17.2,53,17.5,0.0,945.1,100,4.5,83,Decan,12,13,4,2026
2026-04-13 13:00:00,18.0,50,17.5,0.0,944.5,100,5.1,73,Decan,13,13,4,2026
2026-04-13 14:00:00,17.9,51,17.3,0.0,944.3,100,5.3,80,Decan,14,13,4,2026
2026-04-13 15:00:00,18.7,45,17.7,0.0,944.0,99,4.0,80,Decan,15,13,4,2026
2026-04-13 16:00:00,18.4,45,16.9,0.0,943.4,93,4.1,52,Decan,16,13,4,2026
2026-04-13 17:00:00,17.9,48,16.3,0.0,942.9,86,5.2,16,Decan,17,13,4,2026
2026-04-13 18:00:00,16.9,55,15.3,0.0,942.6,84,7.0,10,Decan,18,13,4,2026
2026-04-13 19:00:00,14.7,69,13.5,0.0,942.2,59,6.9,346,Decan,19,13,4,2026
2026-04-13 20:00:00,12.6,86,11.5,0.0,942.8,72,8.8,319,Decan,20,13,4,2026
2026-04-13 21:00:00,12.3,88,11.1,0.0,942.6,39,9.1,311,Decan,21,13,4,2026
2026-04-13 22:00:00,12.0,87,11.7,0.3,943.7,48,2.4,287,Decan,22,13,4,2026
2026-04-13 23:00:00,11.4,87,10.7,0.0,943.1,38,3.6,323,Decan,23,13,4,2026
2026-04-14 00:00:00,11.2,83,10.7,0.0,943.6,34,0.3,315,Decan,0,14,4,2026
2026-04-14 01:00:00,10.4,84,9.7,0.0,943.6,36,1.0,329,Decan,1,14,4,2026
2026-04-14 02:00:00,11.1,79,10.4,0.0,943.8,46,0.8,333,Decan,2,14,4,2026
2026-04-14 03:00:00,10.0,85,8.9,0.0,943.8,65,3.1,329,Decan,3,14,4,2026
2026-04-14 04:00:00,10.2,84,9.3,0.0,943.9,72,2.3,360,Decan,4,14,4,2026
2026-04-14 05:00:00,10.1,85,9.2,0.0,944.1,70,2.4,343,Decan,5,14,4,2026
2026-04-14 06:00:00,9.6,86,8.6,0.0,944.2,86,2.4,351,Decan,6,14,4,2026
2026-04-14 07:00:00,10.5,83,9.3,0.0,945.0,88,4.0,350,Decan,7,14,4,2026
2026-04-14 08:00:00,11.8,78,10.8,0.0,945.7,81,3.4,25,Decan,8,14,4,2026
2026-04-14 09:00:00,12.7,74,11.6,0.0,945.8,97,3.8,49,Decan,9,14,4,2026
2026-04-14 10:00:00,14.3,65,13.2,0.0,946.0,100,4.0,82,Decan,10,14,4,2026
2026-04-14 11:00:00,15.8,57,15.2,0.0,946.2,98,4.7,97,Decan,11,14,4,2026
2026-04-14 12:00:00,16.7,54,16.2,0.0,946.1,100,5.4,110,Decan,12,14,4,2026
2026-04-14 13:00:00,15.7,64,15.5,1.8,946.1,100,2.5,86,Decan,13,14,4,2026
2026-04-14 14:00:00,15.1,74,14.5,1.2,946.4,97,5.3,62,Decan,14,14,4,2026
2026-04-14 15:00:00,16.6,64,15.9,0.0,946.3,67,4.4,58,Decan,15,14,4,2026
2026-04-14 16:00:00,17.1,59,15.9,0.0,945.8,18,6.6,68,Decan,16,14,4,2026
2026-04-14 17:00:00,16.7,58,15.5,0.0,945.9,9,5.3,66,Decan,17,14,4,2026
2026-04-14 18:00:00,16.1,58,15.2,0.0,945.7,16,2.9,11,Decan,18,14,4,2026
2026-04-14 19:00:00,14.3,68,13.1,0.0,945.4,45,5.4,285,Decan,19,14,4,2026
2026-04-14 20:00:00,11.4,83,10.2,0.0,945.1,38,5.7,281,Decan,20,14,4,2026
2026-04-14 21:00:00,12.5,72,11.3,0.0,946.1,70,4.1,283,Decan,21,14,4,2026
2026-04-14 22:00:00,13.3,66,11.7,0.0,946.7,99,6.2,300,Decan,22,14,4,2026
2026-04-14 23:00:00,12.4,71,11.2,0.0,946.9,98,3.3,311,Decan,23,14,4,2026
2026-04-15 00:00:00,11.5,74,10.1,0.0,947.0,100,4.7,353,Decan,0,15,4,2026
2026-04-15 01:00:00,11.2,75,9.8,0.0,947.1,100,4.5,331,Decan,1,15,4,2026
2026-04-15 02:00:00,11.6,72,10.4,0.0,947.1,98,2.8,349,Decan,2,15,4,2026
2026-04-15 03:00:00,11.1,75,9.9,0.0,946.6,99,2.8,342,Decan,3,15,4,2026
2026-04-15 04:00:00,10.4,77,9.1,0.0,946.7,98,2.7,328,Decan,4,15,4,2026
2026-04-15 05:00:00,10.2,78,8.9,0.0,946.5,93,2.9,330,Decan,5,15,4,2026
2026-04-15 06:00:00,10.1,79,8.8,0.0,946.6,100,3.0,335,Decan,6,15,4,2026
2026-04-15 07:00:00,11.6,74,10.2,0.0,947.2,100,4.0,350,Decan,7,15,4,2026
2026-04-15 08:00:00,12.8,70,11.2,0.0,948.2,23,6.1,30,Decan,8,15,4,2026
2026-04-15 09:00:00,14.0,66,12.3,0.0,948.4,30,7.8,46,Decan,9,15,4,2026
2026-04-15 10:00:00,15.0,62,13.4,0.0,948.7,56,8.1,31,Decan,10,15,4,2026
2026-04-15 11:00:00,16.4,57,15.2,0.0,948.8,19,9.3,34,Decan,11,15,4,2026
2026-04-15 12:00:00,17.5,54,17.1,0.0,948.5,44,9.3,47,Decan,12,15,4,2026
2026-04-15 13:00:00,18.3,51,17.7,0.0,947.9,60,8.8,49,Decan,13,15,4,2026
2026-04-15 14:00:00,18.2,52,17.1,0.1,948.0,100,7.4,41,Decan,14,15,4,2026
2026-04-15 15:00:00,18.2,52,16.7,0.0,947.7,71,6.8,37,Decan,15,15,4,2026
2026-04-15 16:00:00,18.3,51,16.8,0.0,947.1,64,6.7,34,Decan,16,15,4,2026
2026-04-15 17:00:00,18.1,51,16.4,0.0,947.1,98,8.1,47,Decan,17,15,4,2026
2026-04-15 18:00:00,17.0,55,15.5,0.0,947.1,99,6.9,49,Decan,18,15,4,2026
2026-04-15 19:00:00,15.4,65,14.6,0.0,946.7,100,3.3,354,Decan,19,15,4,2026
2026-04-15 20:00:00,13.8,72,12.8,0.0,946.9,98,4.9,2,Decan,20,15,4,2026
2026-04-15 21:00:00,13.6,73,12.1,0.0,947.5,88,7.9,1,Decan,21,15,4,2026
2026-04-15 22:00:00,12.8,77,11.4,0.0,947.8,37,7.6,341,Decan,22,15,4,2026
2026-04-15 23:00:00,12.3,79,10.9,0.0,947.5,37,7.6,329,Decan,23,15,4,2026
2026-04-16 00:00:00,11.7,80,10.5,0.0,947.3,98,5.4,318,Decan,0,16,4,2026
2026-04-16 01:00:00,11.1,81,10.0,0.0,947.5,97,3.8,329,Decan,1,16,4,2026
2026-04-16 02:00:00,11.8,76,10.7,0.0,947.4,100,3.8,357,Decan,2,16,4,2026
2026-04-16 03:00:00,11.8,76,10.7,0.0,947.2,100,4.1,2,Decan,3,16,4,2026
2026-04-16 04:00:00,12.0,75,10.9,0.0,947.2,100,3.6,357,Decan,4,16,4,2026
2026-04-16 05:00:00,12.6,72,11.4,0.0,947.3,94,3.8,355,Decan,5,16,4,2026
2026-04-16 06:00:00,12.3,74,11.2,0.0,947.3,94,4.0,360,Decan,6,16,4,2026
2026-04-16 07:00:00,12.5,75,11.5,0.0,947.7,98,3.2,357,Decan,7,16,4,2026
2026-04-16 08:00:00,12.7,76,11.8,0.0,948.1,100,4.1,2,Decan,8,16,4,2026
2026-04-16 09:00:00,14.1,69,13.1,0.0,948.1,100,4.0,36,Decan,9,16,4,2026
2026-04-16 10:00:00,15.2,63,14.0,0.0,948.4,97,5.4,42,Decan,10,16,4,2026
2026-04-16 11:00:00,16.4,59,14.9,0.0,948.4,53,6.9,45,Decan,11,16,4,2026
2026-04-16 12:00:00,17.4,56,16.5,0.0,948.4,77,7.5,63,Decan,12,16,4,2026
2026-04-16 13:00:00,17.4,56,16.2,0.0,948.1,54,6.1,56,Decan,13,16,4,2026
2026-04-16 14:00:00,18.0,53,16.5,0.0,948.1,13,8.7,38,Decan,14,16,4,2026
2026-04-16 15:00:00,18.5,51,17.6,0.0,947.5,25,7.9,49,Decan,15,16,4,2026
2026-04-16 16:00:00,18.4,51,16.9,0.0,947.2,72,7.1,47,Decan,16,16,4,2026
2026-04-16 17:00:00,18.0,51,16.3,0.0,947.0,100,7.4,41,Decan,17,16,4,2026
2026-04-16 18:00:00,17.7,51,15.9,0.0,946.9,100,7.6,36,Decan,18,16,4,2026
2026-04-16 19:00:00,16.1,57,14.4,0.0,946.6,98,7.0,35,Decan,19,16,4,2026
2026-04-16 20:00:00,14.0,66,12.7,0.0,947.0,84,4.9,332,Decan,20,16,4,2026
2026-04-16 21:00:00,14.7,63,13.5,0.0,947.6,98,4.6,342,Decan,21,16,4,2026
2026-04-16 22:00:00,14.7,63,13.6,0.0,947.8,99,3.8,335,Decan,22,16,4,2026
2026-04-16 23:00:00,14.7,62,13.5,0.0,947.8,94,3.4,25,Decan,23,16,4,2026
2026-04-17 00:00:00,14.5,62,13.5,0.0,947.5,57,2.2,14,Decan,0,17,4,2026
2026-04-17 01:00:00,13.1,64,11.9,0.0,946.9,57,2.2,312,Decan,1,17,4,2026
2026-04-17 02:00:00,13.3,65,12.2,0.0,946.8,70,2.3,302,Decan,2,17,4,2026
2026-04-17 03:00:00,12.7,68,11.5,0.0,946.5,80,2.8,305,Decan,3,17,4,2026
2026-04-17 04:00:00,12.3,70,11.1,0.0,946.0,55,2.7,302,Decan,4,17,4,2026
2026-04-17 05:00:00,11.2,74,10.0,0.0,945.6,84,2.7,298,Decan,5,17,4,2026
2026-04-17 06:00:00,10.5,75,9.1,0.0,945.5,43,2.6,295,Decan,6,17,4,2026
2026-04-17 07:00:00,12.3,72,11.2,0.0,946.4,16,2.4,306,Decan,7,17,4,2026
2026-04-17 08:00:00,14.7,57,13.3,0.0,947.0,3,3.6,20,Decan,8,17,4,2026
2026-04-17 09:00:00,16.2,54,14.3,0.0,947.1,0,7.1,34,Decan,9,17,4,2026
2026-04-17 10:00:00,17.3,48,15.2,0.0,947.3,5,8.5,42,Decan,10,17,4,2026
2026-04-17 11:00:00,17.9,47,16.6,0.0,947.3,18,8.7,53,Decan,11,17,4,2026
2026-04-17 12:00:00,18.4,46,17.2,0.0,946.6,19,9.6,60,Decan,12,17,4,2026
2026-04-17 13:00:00,19.1,43,17.6,0.0,946.1,42,11.1,59,Decan,13,17,4,2026
2026-04-17 14:00:00,18.6,44,16.3,0.0,945.5,57,10.6,40,Decan,14,17,4,2026
2026-04-17 15:00:00,18.6,46,16.1,0.0,945.0,52,10.9,34,Decan,15,17,4,2026
2026-04-17 16:00:00,18.4,46,16.2,0.0,944.1,28,9.2,31,Decan,16,17,4,2026
2026-04-17 17:00:00,18.4,44,15.8,0.0,943.7,22,10.7,48,Decan,17,17,4,2026
2026-04-17 18:00:00,17.5,46,14.9,0.0,943.5,25,11.3,37,Decan,18,17,4,2026
2026-04-17 19:00:00,16.0,54,13.9,0.0,943.8,25,8.8,23,Decan,19,17,4,2026
2026-04-17 20:00:00,14.2,61,12.6,0.0,943.9,31,5.9,2,Decan,20,17,4,2026
2026-04-17 21:00:00,14.8,57,12.8,0.0,944.9,35,7.3,349,Decan,21,17,4,2026
2026-04-17 22:00:00,14.4,57,12.2,0.0,945.3,60,8.0,337,Decan,22,17,4,2026
2026-04-17 23:00:00,13.5,59,11.1,0.0,945.2,28,8.6,321,Decan,23,17,4,2026
2026-04-18 00:00:00,12.9,60,10.5,0.0,945.0,9,9.1,309,Decan,0,18,4,2026
2026-04-18 01:00:00,12.6,62,10.2,0.0,945.0,8,8.4,301,Decan,1,18,4,2026
2026-04-18 02:00:00,10.8,68,8.6,0.0,944.3,3,6.6,303,Decan,2,18,4,2026
2026-04-18 03:00:00,11.6,64,9.1,0.0,944.2,1,8.4,307,Decan,3,18,4,2026
2026-04-18 04:00:00,11.4,64,9.0,0.0,944.1,1,7.7,307,Decan,4,18,4,2026
2026-04-18 05:00:00,10.4,65,8.1,0.0,944.1,2,6.1,304,Decan,5,18,4,2026
2026-04-18 06:00:00,9.6,64,7.3,0.0,943.8,0,5.2,297,Decan,6,18,4,2026
2026-04-18 07:00:00,10.9,59,8.6,0.0,944.6,0,4.8,312,Decan,7,18,4,2026
2026-04-18 08:00:00,12.9,46,10.1,0.0,945.1,0,6.8,360,Decan,8,18,4,2026
2026-04-18 09:00:00,14.4,43,11.0,0.0,945.1,2,11.1,23,Decan,9,18,4,2026
2026-04-18 10:00:00,15.3,42,12.1,0.0,945.5,20,12.0,36,Decan,10,18,4,2026
2026-04-18 11:00:00,16.7,37,13.4,0.0,945.5,35,15.6,51,Decan,11,18,4,2026
2026-04-18 12:00:00,17.1,35,13.7,0.0,945.4,55,16.2,46,Decan,12,18,4,2026
2026-04-18 13:00:00,17.2,34,13.7,0.0,945.4,42,15.0,44,Decan,13,18,4,2026
2026-04-18 14:00:00,17.6,32,14.5,0.0,945.1,9,13.4,46,Decan,14,18,4,2026
2026-04-18 15:00:00,17.9,30,14.2,0.0,944.7,17,14.7,49,Decan,15,18,4,2026
2026-04-18 16:00:00,18.5,28,14.4,0.0,944.2,40,13.0,51,Decan,16,18,4,2026
2026-04-18 17:00:00,17.4,32,13.1,0.0,944.0,24,16.1,40,Decan,17,18,4,2026
2026-04-18 18:00:00,15.8,40,12.4,0.0,944.4,23,11.5,30,Decan,18,18,4,2026
2026-04-18 19:00:00,14.3,45,11.6,0.0,944.5,1,7.3,23,Decan,19,18,4,2026
2026-04-18 20:00:00,13.0,49,10.5,0.0,944.8,2,5.2,348,Decan,20,18,4,2026
2026-04-18 21:00:00,12.5,49,9.6,0.0,945.3,0,7.4,319,Decan,21,18,4,2026
2026-04-18 22:00:00,11.0,53,8.4,0.0,945.6,0,5.2,295,Decan,22,18,4,2026
2026-04-18 23:00:00,9.9,56,7.5,0.0,945.9,0,3.3,279,Decan,23,18,4,2026
2026-04-19 00:00:00,8.9,59,6.6,0.0,946.2,0,2.7,274,Decan,0,19,4,2026
2026-04-19 01:00:00,8.2,60,5.8,0.0,946.2,0,2.7,278,Decan,1,19,4,2026
2026-04-19 02:00:00,7.4,60,4.8,0.0,946.2,0,3.8,281,Decan,2,19,4,2026
2026-04-19 03:00:00,7.2,60,4.5,0.0,946.0,0,3.8,275,Decan,3,19,4,2026
2026-04-19 04:00:00,7.1,60,4.5,0.0,945.9,0,2.9,274,Decan,4,19,4,2026
2026-04-19 05:00:00,6.9,59,4.3,0.0,945.8,0,2.7,278,Decan,5,19,4,2026
2026-04-19 06:00:00,6.7,58,4.0,0.0,946.0,3,2.7,274,Decan,6,19,4,2026
2026-04-19 07:00:00,8.4,54,5.8,0.0,946.5,9,2.9,277,Decan,7,19,4,2026
2026-04-19 08:00:00,10.2,45,7.6,0.0,947.5,2,2.1,70,Decan,8,19,4,2026
2026-04-19 09:00:00,11.9,42,9.1,0.0,947.6,23,3.5,114,Decan,9,19,4,2026
2026-04-19 10:00:00,13.5,40,10.9,0.0,947.6,47,6.1,118,Decan,10,19,4,2026
2026-04-19 11:00:00,14.9,39,13.2,0.0,947.4,58,7.6,115,Decan,11,19,4,2026
2026-04-19 12:00:00,16.1,39,15.0,0.0,947.2,29,8.4,115,Decan,12,19,4,2026
2026-04-19 13:00:00,17.2,37,16.3,0.0,947.1,7,8.9,119,Decan,13,19,4,2026
2026-04-19 14:00:00,18.5,32,17.3,0.0,946.2,16,9.2,121,Decan,14,19,4,2026
2026-04-19 15:00:00,19.6,27,17.6,0.0,945.5,36,9.4,125,Decan,15,19,4,2026
2026-04-19 16:00:00,19.7,22,16.4,0.0,944.7,20,9.8,134,Decan,16,19,4,2026
2026-04-19 17:00:00,19.5,22,15.5,0.0,944.1,16,10.1,131,Decan,17,19,4,2026
2026-04-19 18:00:00,18.5,26,15.2,0.0,943.7,40,6.9,147,Decan,18,19,4,2026
2026-04-19 19:00:00,16.0,41,14.1,0.0,943.3,80,1.0,211,Decan,19,19,4,2026
2026-04-19 20:00:00,13.1,42,10.4,0.0,942.9,96,4.7,268,Decan,20,19,4,2026
2026-04-19 21:00:00,12.5,45,9.7,0.0,943.4,100,6.0,277,Decan,21,19,4,2026
2026-04-19 22:00:00,10.7,51,7.6,0.0,942.9,65,7.5,278,Decan,22,19,4,2026
2026-04-19 23:00:00,9.2,56,6.0,0.0,942.7,76,8.1,283,Decan,23,19,4,2026
2026-04-20 00:00:00,8.6,56,5.3,0.0,942.5,95,8.3,286,Decan,0,20,4,2026
2026-04-20 01:00:00,8.4,53,5.0,0.0,942.7,86,7.9,287,Decan,1,20,4,2026
2026-04-20 02:00:00,7.3,55,3.9,0.0,942.3,38,7.6,288,Decan,2,20,4,2026
2026-04-20 03:00:00,7.6,51,4.1,0.0,942.2,28,7.6,288,Decan,3,20,4,2026
2026-04-20 04:00:00,7.1,51,3.5,0.0,942.0,21,7.8,289,Decan,4,20,4,2026
2026-04-20 05:00:00,6.6,54,3.0,0.0,941.6,89,8.0,290,Decan,5,20,4,2026
2026-04-20 06:00:00,6.4,57,3.0,0.0,941.7,46,7.4,288,Decan,6,20,4,2026
2026-04-20 07:00:00,8.6,55,5.5,0.0,942.3,41,6.6,292,Decan,7,20,4,2026
2026-04-20 08:00:00,12.9,47,10.6,0.0,943.6,94,3.1,350,Decan,8,20,4,2026
2026-04-20 09:00:00,14.4,41,12.1,0.0,943.8,99,3.1,87,Decan,9,20,4,2026
2026-04-20 10:00:00,14.3,46,12.1,0.0,943.8,84,3.5,105,Decan,10,20,4,2026
2026-04-20 11:00:00,15.8,45,13.6,0.0,943.9,81,5.6,112,Decan,11,20,4,2026
2026-04-20 12:00:00,17.2,39,14.9,0.0,943.6,100,4.8,117,Decan,12,20,4,2026
2026-04-20 13:00:00,17.2,41,14.6,0.0,943.2,95,8.0,138,Decan,13,20,4,2026
2026-04-20 14:00:00,17.2,41,15.0,0.0,943.1,80,4.4,148,Decan,14,20,4,2026
2026-04-20 15:00:00,16.8,43,14.7,0.0,942.9,77,5.1,135,Decan,15,20,4,2026
2026-04-20 16:00:00,16.6,45,15.1,0.1,942.4,49,2.0,135,Decan,16,20,4,2026
2026-04-20 17:00:00,16.7,46,15.0,0.0,941.8,32,3.7,129,Decan,17,20,4,2026
2026-04-20 18:00:00,16.1,49,14.3,0.1,942.0,99,4.1,103,Decan,18,20,4,2026
2026-04-20 19:00:00,14.3,67,13.6,0.0,941.5,38,1.7,49,Decan,19,20,4,2026
2026-04-20 20:00:00,11.5,88,10.9,0.0,941.2,5,3.1,283,Decan,20,20,4,2026
2026-04-20 21:00:00,10.4,91,9.1,0.0,941.4,18,7.3,293,Decan,21,20,4,2026
2026-04-20 22:00:00,9.2,93,7.8,0.0,941.4,12,6.2,292,Decan,22,20,4,2026
2026-04-20 23:00:00,8.3,92,6.9,0.0,941.3,39,4.7,298,Decan,23,20,4,2026
2026-04-21 00:00:00,7.4,100,5.8,1.7,941.9,100,6.4,292,Decan,0,21,4,2026
2026-04-21 01:00:00,8.1,97,6.9,0.0,942.4,99,3.9,283,Decan,1,21,4,2026
2026-04-21 02:00:00,8.6,88,6.9,0.0,942.2,98,6.1,284,Decan,2,21,4,2026
